word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter,top5SecondLetter,top5ThirdLetter,top5FourthLetter,top5FifthLetter,numberOfTop5Letters
PUTOS,P,U,T,O,S,1,1,0,0,1,3
PUTTI,P,U,T,T,I,1,1,0,1,0,3
PUTTO,P,U,T,T,O,1,1,0,1,0,3
PUTTS,P,U,T,T,S,1,1,0,1,1,4
PUTTU,P,U,T,T,U,1,1,0,1,0,3
PUTZA,P,U,T,Z,A,1,1,0,0,1,3
PUUKO,P,U,U,K,O,1,1,0,0,0,2
PUYAS,P,U,Y,A,S,1,1,0,1,1,4
PUZEL,P,U,Z,E,L,1,1,0,1,0,3
PUZTA,P,U,Z,T,A,1,1,0,1,1,4
PWNED,P,W,N,E,D,1,0,1,1,1,4
PYATS,P,Y,A,T,S,1,0,1,1,1,4
PYETS,P,Y,E,T,S,1,0,0,1,1,3
PYGAL,P,Y,G,A,L,1,0,0,1,0,2
PYINS,P,Y,I,N,S,1,0,1,1,1,4
PYLON,P,Y,L,O,N,1,0,0,0,0,1
PYNED,P,Y,N,E,D,1,0,1,1,1,4
PYNES,P,Y,N,E,S,1,0,1,1,1,4
PYOID,P,Y,O,I,D,1,0,1,1,1,4
PYOTS,P,Y,O,T,S,1,0,1,1,1,4
PYRAL,P,Y,R,A,L,1,0,1,1,0,3
PYRAN,P,Y,R,A,N,1,0,1,1,0,3
PYRES,P,Y,R,E,S,1,0,1,1,1,4
PYREX,P,Y,R,E,X,1,0,1,1,0,3
PYRIC,P,Y,R,I,C,1,0,1,1,0,3
PYROS,P,Y,R,O,S,1,0,1,0,1,3
PYRUS,P,Y,R,U,S,1,0,1,0,1,3
PYUFF,P,Y,U,F,F,1,0,0,0,0,1
PYXED,P,Y,X,E,D,1,0,0,1,1,3
PYXES,P,Y,X,E,S,1,0,0,1,1,3
PYXIE,P,Y,X,I,E,1,0,0,1,1,3
PYXIS,P,Y,X,I,S,1,0,0,1,1,3
PZAZZ,P,Z,A,Z,Z,1,0,1,0,0,2
QADIS,Q,A,D,I,S,0,1,0,1,1,3
QAIDS,Q,A,I,D,S,0,1,1,0,1,3
QAJAQ,Q,A,J,A,Q,0,1,0,1,0,2
QANAT,Q,A,N,A,T,0,1,1,1,0,3
QAPIK,Q,A,P,I,K,0,1,0,1,0,2
QIBLA,Q,I,B,L,A,0,1,0,0,1,2
QILAS,Q,I,L,A,S,0,1,0,1,1,3
QIPAO,Q,I,P,A,O,0,1,0,1,0,2
QOPHS,Q,O,P,H,S,0,1,0,0,1,2
QORMA,Q,O,R,M,A,0,1,1,0,1,3
QUABS,Q,U,A,B,S,0,1,1,0,1,3
QUADS,Q,U,A,D,S,0,1,1,0,1,3
QUAFF,Q,U,A,F,F,0,1,1,0,0,2
QUAGS,Q,U,A,G,S,0,1,1,0,1,3
QUAIR,Q,U,A,I,R,0,1,1,1,0,3
QUAIS,Q,U,A,I,S,0,1,1,1,1,4
QUAKY,Q,U,A,K,Y,0,1,1,0,1,3
QUALE,Q,U,A,L,E,0,1,1,0,1,3
QUALY,Q,U,A,L,Y,0,1,1,0,1,3
QUANK,Q,U,A,N,K,0,1,1,1,0,3
QUANT,Q,U,A,N,T,0,1,1,1,0,3
QUARE,Q,U,A,R,E,0,1,1,0,1,3
QUARL,Q,U,A,R,L,0,1,1,0,0,2
QUASS,Q,U,A,S,S,0,1,1,0,1,3
QUATE,Q,U,A,T,E,0,1,1,1,1,4
QUATS,Q,U,A,T,S,0,1,1,1,1,4
QUAWK,Q,U,A,W,K,0,1,1,0,0,2
QUAWS,Q,U,A,W,S,0,1,1,0,1,3
QUAYD,Q,U,A,Y,D,0,1,1,0,1,3
QUAYS,Q,U,A,Y,S,0,1,1,0,1,3
QUBIT,Q,U,B,I,T,0,1,0,1,0,2
QUEAN,Q,U,E,A,N,0,1,0,1,0,2
QUECK,Q,U,E,C,K,0,1,0,0,0,1
QUEEK,Q,U,E,E,K,0,1,0,1,0,2
QUEEM,Q,U,E,E,M,0,1,0,1,0,2
QUEME,Q,U,E,M,E,0,1,0,0,1,2
QUENA,Q,U,E,N,A,0,1,0,1,1,3
QUERN,Q,U,E,R,N,0,1,0,0,0,1
QUESO,Q,U,E,S,O,0,1,0,0,0,1
QUETE,Q,U,E,T,E,0,1,0,1,1,3
QUEYN,Q,U,E,Y,N,0,1,0,0,0,1
QUEYS,Q,U,E,Y,S,0,1,0,0,1,2
QUEYU,Q,U,E,Y,U,0,1,0,0,0,1
QUIBS,Q,U,I,B,S,0,1,1,0,1,3
QUICH,Q,U,I,C,H,0,1,1,0,0,2
QUIDS,Q,U,I,D,S,0,1,1,0,1,3
QUIES,Q,U,I,E,S,0,1,1,1,1,4
QUIFF,Q,U,I,F,F,0,1,1,0,0,2
QUILA,Q,U,I,L,A,0,1,1,0,1,3
QUIMS,Q,U,I,M,S,0,1,1,0,1,3
QUINA,Q,U,I,N,A,0,1,1,1,1,4
QUINE,Q,U,I,N,E,0,1,1,1,1,4
QUINK,Q,U,I,N,K,0,1,1,1,0,3
QUINO,Q,U,I,N,O,0,1,1,1,0,3
QUINS,Q,U,I,N,S,0,1,1,1,1,4
QUINT,Q,U,I,N,T,0,1,1,1,0,3
QUIPO,Q,U,I,P,O,0,1,1,0,0,2
QUIPS,Q,U,I,P,S,0,1,1,0,1,3
QUIPU,Q,U,I,P,U,0,1,1,0,0,2
QUIRE,Q,U,I,R,E,0,1,1,0,1,3
QUIRL,Q,U,I,R,L,0,1,1,0,0,2
QUIRT,Q,U,I,R,T,0,1,1,0,0,2
QUIST,Q,U,I,S,T,0,1,1,0,0,2
QUITS,Q,U,I,T,S,0,1,1,1,1,4
QUOAD,Q,U,O,A,D,0,1,1,1,1,4
QUODS,Q,U,O,D,S,0,1,1,0,1,3
QUOIF,Q,U,O,I,F,0,1,1,1,0,3
QUOIN,Q,U,O,I,N,0,1,1,1,0,3
QUOIS,Q,U,O,I,S,0,1,1,1,1,4
QUOIT,Q,U,O,I,T,0,1,1,1,0,3
QUOLL,Q,U,O,L,L,0,1,1,0,0,2
QUONK,Q,U,O,N,K,0,1,1,1,0,3
QUOPS,Q,U,O,P,S,0,1,1,0,1,3
QUORK,Q,U,O,R,K,0,1,1,0,0,2
QUORL,Q,U,O,R,L,0,1,1,0,0,2
QUOUK,Q,U,O,U,K,0,1,1,0,0,2
QUOYS,Q,U,O,Y,S,0,1,1,0,1,3
QURAN,Q,U,R,A,N,0,1,1,1,0,3
QURSH,Q,U,R,S,H,0,1,1,0,0,2
QUYTE,Q,U,Y,T,E,0,1,0,1,1,3
RAADS,R,A,A,D,S,0,1,1,0,1,3
RAAKE,R,A,A,K,E,0,1,1,0,1,3
RABAT,R,A,B,A,T,0,1,0,1,0,2
RABIC,R,A,B,I,C,0,1,0,1,0,2
RABIS,R,A,B,I,S,0,1,0,1,1,3
RACED,R,A,C,E,D,0,1,0,1,1,3
RACES,R,A,C,E,S,0,1,0,1,1,3
RACHE,R,A,C,H,E,0,1,0,0,1,2
RACKS,R,A,C,K,S,0,1,0,0,1,2
RACON,R,A,C,O,N,0,1,0,0,0,1
RADDI,R,A,D,D,I,0,1,0,0,0,1
RADDY,R,A,D,D,Y,0,1,0,0,1,2
RADGE,R,A,D,G,E,0,1,0,0,1,2
RADGY,R,A,D,G,Y,0,1,0,0,1,2
RADIF,R,A,D,I,F,0,1,0,1,0,2
RADIX,R,A,D,I,X,0,1,0,1,0,2
RADON,R,A,D,O,N,0,1,0,0,0,1
RAFEE,R,A,F,E,E,0,1,0,1,1,3
RAFFS,R,A,F,F,S,0,1,0,0,1,2
RAFFY,R,A,F,F,Y,0,1,0,0,1,2
RAFIK,R,A,F,I,K,0,1,0,1,0,2
RAFIQ,R,A,F,I,Q,0,1,0,1,0,2
RAFTS,R,A,F,T,S,0,1,0,1,1,3
RAFTY,R,A,F,T,Y,0,1,0,1,1,3
RAGAS,R,A,G,A,S,0,1,0,1,1,3
RAGDE,R,A,G,D,E,0,1,0,0,1,2
RAGED,R,A,G,E,D,0,1,0,1,1,3
RAGEE,R,A,G,E,E,0,1,0,1,1,3
RAGER,R,A,G,E,R,0,1,0,1,0,2
RAGES,R,A,G,E,S,0,1,0,1,1,3
RAGGA,R,A,G,G,A,0,1,0,0,1,2
RAGGS,R,A,G,G,S,0,1,0,0,1,2
RAGGY,R,A,G,G,Y,0,1,0,0,1,2
RAGIS,R,A,G,I,S,0,1,0,1,1,3
RAGUS,R,A,G,U,S,0,1,0,0,1,2
RAHED,R,A,H,E,D,0,1,0,1,1,3
RAHUI,R,A,H,U,I,0,1,0,0,0,1
RAIAH,R,A,I,A,H,0,1,1,1,0,3
RAIAS,R,A,I,A,S,0,1,1,1,1,4
RAIDS,R,A,I,D,S,0,1,1,0,1,3
RAIKE,R,A,I,K,E,0,1,1,0,1,3
RAIKS,R,A,I,K,S,0,1,1,0,1,3
RAILE,R,A,I,L,E,0,1,1,0,1,3
RAILS,R,A,I,L,S,0,1,1,0,1,3
RAINE,R,A,I,N,E,0,1,1,1,1,4
RAINS,R,A,I,N,S,0,1,1,1,1,4
RAIRD,R,A,I,R,D,0,1,1,0,1,3
RAITA,R,A,I,T,A,0,1,1,1,1,4
RAITH,R,A,I,T,H,0,1,1,1,0,3
RAITS,R,A,I,T,S,0,1,1,1,1,4
RAJAS,R,A,J,A,S,0,1,0,1,1,3
RAJES,R,A,J,E,S,0,1,0,1,1,3
RAKED,R,A,K,E,D,0,1,0,1,1,3
RAKEE,R,A,K,E,E,0,1,0,1,1,3
RAKER,R,A,K,E,R,0,1,0,1,0,2
RAKES,R,A,K,E,S,0,1,0,1,1,3
RAKHI,R,A,K,H,I,0,1,0,0,0,1
RAKIA,R,A,K,I,A,0,1,0,1,1,3
RAKIS,R,A,K,I,S,0,1,0,1,1,3
RAKKI,R,A,K,K,I,0,1,0,0,0,1
RAKSI,R,A,K,S,I,0,1,0,0,0,1
RAKUS,R,A,K,U,S,0,1,0,0,1,2
RALES,R,A,L,E,S,0,1,0,1,1,3
RALLI,R,A,L,L,I,0,1,0,0,0,1
RAMAL,R,A,M,A,L,0,1,0,1,0,2
RAMEE,R,A,M,E,E,0,1,0,1,1,3
RAMES,R,A,M,E,S,0,1,0,1,1,3
RAMET,R,A,M,E,T,0,1,0,1,0,2
RAMIE,R,A,M,I,E,0,1,0,1,1,3
RAMIN,R,A,M,I,N,0,1,0,1,0,2
RAMIS,R,A,M,I,S,0,1,0,1,1,3
RAMMY,R,A,M,M,Y,0,1,0,0,1,2
RAMON,R,A,M,O,N,0,1,0,0,0,1
RAMPS,R,A,M,P,S,0,1,0,0,1,2
RAMSE,R,A,M,S,E,0,1,0,0,1,2
RAMSH,R,A,M,S,H,0,1,0,0,0,1
RAMUS,R,A,M,U,S,0,1,0,0,1,2
RANAS,R,A,N,A,S,0,1,1,1,1,4
RANCE,R,A,N,C,E,0,1,1,0,1,3
RANDO,R,A,N,D,O,0,1,1,0,0,2
RANDS,R,A,N,D,S,0,1,1,0,1,3
RANED,R,A,N,E,D,0,1,1,1,1,4
RANEE,R,A,N,E,E,0,1,1,1,1,4
RANES,R,A,N,E,S,0,1,1,1,1,4
RANGA,R,A,N,G,A,0,1,1,0,1,3
RANGI,R,A,N,G,I,0,1,1,0,0,2
RANGS,R,A,N,G,S,0,1,1,0,1,3
RANGY,R,A,N,G,Y,0,1,1,0,1,3
RANID,R,A,N,I,D,0,1,1,1,1,4
RANIS,R,A,N,I,S,0,1,1,1,1,4
RANKE,R,A,N,K,E,0,1,1,0,1,3
RANKS,R,A,N,K,S,0,1,1,0,1,3
RANNS,R,A,N,N,S,0,1,1,1,1,4
RANNY,R,A,N,N,Y,0,1,1,1,1,4
RANSE,R,A,N,S,E,0,1,1,0,1,3
RANTS,R,A,N,T,S,0,1,1,1,1,4
RANTY,R,A,N,T,Y,0,1,1,1,1,4
RAPED,R,A,P,E,D,0,1,0,1,1,3
RAPEE,R,A,P,E,E,0,1,0,1,1,3
RAPER,R,A,P,E,R,0,1,0,1,0,2
RAPES,R,A,P,E,S,0,1,0,1,1,3
RAPHE,R,A,P,H,E,0,1,0,0,1,2
RAPIN,R,A,P,I,N,0,1,0,1,0,2
RAPPE,R,A,P,P,E,0,1,0,0,1,2
RAPSO,R,A,P,S,O,0,1,0,0,0,1
RARED,R,A,R,E,D,0,1,1,1,1,4
RAREE,R,A,R,E,E,0,1,1,1,1,4
RARES,R,A,R,E,S,0,1,1,1,1,4
RARKS,R,A,R,K,S,0,1,1,0,1,3
RASAM,R,A,S,A,M,0,1,0,1,0,2
RASAS,R,A,S,A,S,0,1,0,1,1,3
RASED,R,A,S,E,D,0,1,0,1,1,3
RASER,R,A,S,E,R,0,1,0,1,0,2
RASES,R,A,S,E,S,0,1,0,1,1,3
RASPS,R,A,S,P,S,0,1,0,0,1,2
RASSE,R,A,S,S,E,0,1,0,0,1,2
RASTA,R,A,S,T,A,0,1,0,1,1,3
RATAL,R,A,T,A,L,0,1,0,1,0,2
RATAN,R,A,T,A,N,0,1,0,1,0,2
RATAS,R,A,T,A,S,0,1,0,1,1,3
RATCH,R,A,T,C,H,0,1,0,0,0,1
RATED,R,A,T,E,D,0,1,0,1,1,3
RATEL,R,A,T,E,L,0,1,0,1,0,2
RATER,R,A,T,E,R,0,1,0,1,0,2
RATES,R,A,T,E,S,0,1,0,1,1,3
RATHA,R,A,T,H,A,0,1,0,0,1,2
RATHE,R,A,T,H,E,0,1,0,0,1,2
RATHS,R,A,T,H,S,0,1,0,0,1,2
RATOO,R,A,T,O,O,0,1,0,0,0,1
RATOS,R,A,T,O,S,0,1,0,0,1,2
RATTI,R,A,T,T,I,0,1,0,1,0,2
RATUS,R,A,T,U,S,0,1,0,0,1,2
RAULI,R,A,U,L,I,0,1,0,0,0,1
RAUNS,R,A,U,N,S,0,1,0,1,1,3
RAUPO,R,A,U,P,O,0,1,0,0,0,1
RAVED,R,A,V,E,D,0,1,0,1,1,3
RAVEL,R,A,V,E,L,0,1,0,1,0,2
RAVER,R,A,V,E,R,0,1,0,1,0,2
RAVES,R,A,V,E,S,0,1,0,1,1,3
RAVEY,R,A,V,E,Y,0,1,0,1,1,3
RAVIN,R,A,V,I,N,0,1,0,1,0,2
RAWDY,R,A,W,D,Y,0,1,0,0,1,2
RAWER,R,A,W,E,R,0,1,0,1,0,2
RAWIN,R,A,W,I,N,0,1,0,1,0,2
RAWKS,R,A,W,K,S,0,1,0,0,1,2
RAWLY,R,A,W,L,Y,0,1,0,0,1,2
RAWNS,R,A,W,N,S,0,1,0,1,1,3
RAXED,R,A,X,E,D,0,1,0,1,1,3
RAXES,R,A,X,E,S,0,1,0,1,1,3
RAYAH,R,A,Y,A,H,0,1,0,1,0,2
RAYAS,R,A,Y,A,S,0,1,0,1,1,3
RAYED,R,A,Y,E,D,0,1,0,1,1,3
RAYLE,R,A,Y,L,E,0,1,0,0,1,2
RAYLS,R,A,Y,L,S,0,1,0,0,1,2
RAYNE,R,A,Y,N,E,0,1,0,1,1,3
RAZAI,R,A,Z,A,I,0,1,0,1,0,2
RAZED,R,A,Z,E,D,0,1,0,1,1,3
RAZEE,R,A,Z,E,E,0,1,0,1,1,3
RAZER,R,A,Z,E,R,0,1,0,1,0,2
RAZES,R,A,Z,E,S,0,1,0,1,1,3
RAZET,R,A,Z,E,T,0,1,0,1,0,2
RAZOO,R,A,Z,O,O,0,1,0,0,0,1
READD,R,E,A,D,D,0,1,1,0,1,3
READS,R,E,A,D,S,0,1,1,0,1,3
REAIS,R,E,A,I,S,0,1,1,1,1,4
REAKS,R,E,A,K,S,0,1,1,0,1,3
REALO,R,E,A,L,O,0,1,1,0,0,2
REALS,R,E,A,L,S,0,1,1,0,1,3
REAME,R,E,A,M,E,0,1,1,0,1,3
REAMS,R,E,A,M,S,0,1,1,0,1,3
REAMY,R,E,A,M,Y,0,1,1,0,1,3
REANS,R,E,A,N,S,0,1,1,1,1,4
REAPS,R,E,A,P,S,0,1,1,0,1,3
REARD,R,E,A,R,D,0,1,1,0,1,3
REARS,R,E,A,R,S,0,1,1,0,1,3
REAST,R,E,A,S,T,0,1,1,0,0,2
REATA,R,E,A,T,A,0,1,1,1,1,4
REATE,R,E,A,T,E,0,1,1,1,1,4
REAVE,R,E,A,V,E,0,1,1,0,1,3
REBAB,R,E,B,A,B,0,1,0,1,0,2
REBBE,R,E,B,B,E,0,1,0,0,1,2
REBEC,R,E,B,E,C,0,1,0,1,0,2
REBID,R,E,B,I,D,0,1,0,1,1,3
REBIT,R,E,B,I,T,0,1,0,1,0,2
REBOP,R,E,B,O,P,0,1,0,0,0,1
REBUD,R,E,B,U,D,0,1,0,0,1,2
REBUY,R,E,B,U,Y,0,1,0,0,1,2
RECAL,R,E,C,A,L,0,1,0,1,0,2
RECCE,R,E,C,C,E,0,1,0,0,1,2
RECCO,R,E,C,C,O,0,1,0,0,0,1
RECCY,R,E,C,C,Y,0,1,0,0,1,2
RECEP,R,E,C,E,P,0,1,0,1,0,2
RECIT,R,E,C,I,T,0,1,0,1,0,2
RECKS,R,E,C,K,S,0,1,0,0,1,2
RECON,R,E,C,O,N,0,1,0,0,0,1
RECTA,R,E,C,T,A,0,1,0,1,1,3
RECTE,R,E,C,T,E,0,1,0,1,1,3
RECTI,R,E,C,T,I,0,1,0,1,0,2
RECTO,R,E,C,T,O,0,1,0,1,0,2
RECUE,R,E,C,U,E,0,1,0,0,1,2
REDAN,R,E,D,A,N,0,1,0,1,0,2
REDDS,R,E,D,D,S,0,1,0,0,1,2
REDDY,R,E,D,D,Y,0,1,0,0,1,2
REDED,R,E,D,E,D,0,1,0,1,1,3
REDES,R,E,D,E,S,0,1,0,1,1,3
REDIA,R,E,D,I,A,0,1,0,1,1,3
REDID,R,E,D,I,D,0,1,0,1,1,3
REDIF,R,E,D,I,F,0,1,0,1,0,2
REDIG,R,E,D,I,G,0,1,0,1,0,2
REDIP,R,E,D,I,P,0,1,0,1,0,2
REDLY,R,E,D,L,Y,0,1,0,0,1,2
REDON,R,E,D,O,N,0,1,0,0,0,1
REDOS,R,E,D,O,S,0,1,0,0,1,2
REDOX,R,E,D,O,X,0,1,0,0,0,1
REDRY,R,E,D,R,Y,0,1,0,0,1,2
REDUB,R,E,D,U,B,0,1,0,0,0,1
REDUG,R,E,D,U,G,0,1,0,0,0,1
REDUX,R,E,D,U,X,0,1,0,0,0,1
REDYE,R,E,D,Y,E,0,1,0,0,1,2
REEAF,R,E,E,A,F,0,1,0,1,0,2
REECH,R,E,E,C,H,0,1,0,0,0,1
REEDE,R,E,E,D,E,0,1,0,0,1,2
REEDS,R,E,E,D,S,0,1,0,0,1,2
REEFS,R,E,E,F,S,0,1,0,0,1,2
REEFY,R,E,E,F,Y,0,1,0,0,1,2
REEKS,R,E,E,K,S,0,1,0,0,1,2
REEKY,R,E,E,K,Y,0,1,0,0,1,2
REELS,R,E,E,L,S,0,1,0,0,1,2
REELY,R,E,E,L,Y,0,1,0,0,1,2
REEMS,R,E,E,M,S,0,1,0,0,1,2
REENS,R,E,E,N,S,0,1,0,1,1,3
REERD,R,E,E,R,D,0,1,0,0,1,2
REEST,R,E,E,S,T,0,1,0,0,0,1
REEVE,R,E,E,V,E,0,1,0,0,1,2
REEZE,R,E,E,Z,E,0,1,0,0,1,2
REFAN,R,E,F,A,N,0,1,0,1,0,2
REFED,R,E,F,E,D,0,1,0,1,1,3
REFEL,R,E,F,E,L,0,1,0,1,0,2
REFFO,R,E,F,F,O,0,1,0,0,0,1
REFIS,R,E,F,I,S,0,1,0,1,1,3
REFIX,R,E,F,I,X,0,1,0,1,0,2
REFLY,R,E,F,L,Y,0,1,0,0,1,2
REFRY,R,E,F,R,Y,0,1,0,0,1,2
REGAR,R,E,G,A,R,0,1,0,1,0,2
REGES,R,E,G,E,S,0,1,0,1,1,3
REGET,R,E,G,E,T,0,1,0,1,0,2
REGEX,R,E,G,E,X,0,1,0,1,0,2
REGGO,R,E,G,G,O,0,1,0,0,0,1
REGIA,R,E,G,I,A,0,1,0,1,1,3
REGIE,R,E,G,I,E,0,1,0,1,1,3
REGLE,R,E,G,L,E,0,1,0,0,1,2
REGMA,R,E,G,M,A,0,1,0,0,1,2
REGNA,R,E,G,N,A,0,1,0,1,1,3
REGOS,R,E,G,O,S,0,1,0,0,1,2
REGOT,R,E,G,O,T,0,1,0,0,0,1
REGUR,R,E,G,U,R,0,1,0,0,0,1
REHEM,R,E,H,E,M,0,1,0,1,0,2
REIFS,R,E,I,F,S,0,1,1,0,1,3
REIFY,R,E,I,F,Y,0,1,1,0,1,3
REIKI,R,E,I,K,I,0,1,1,0,0,2
REIKS,R,E,I,K,S,0,1,1,0,1,3
REINE,R,E,I,N,E,0,1,1,1,1,4
REING,R,E,I,N,G,0,1,1,1,0,3
REINK,R,E,I,N,K,0,1,1,1,0,3
REINS,R,E,I,N,S,0,1,1,1,1,4
REIRD,R,E,I,R,D,0,1,1,0,1,3
REIST,R,E,I,S,T,0,1,1,0,0,2
REIVE,R,E,I,V,E,0,1,1,0,1,3
REJAS,R,E,J,A,S,0,1,0,1,1,3
REJIG,R,E,J,I,G,0,1,0,1,0,2
REJON,R,E,J,O,N,0,1,0,0,0,1
REKED,R,E,K,E,D,0,1,0,1,1,3
REKES,R,E,K,E,S,0,1,0,1,1,3
REKEY,R,E,K,E,Y,0,1,0,1,1,3
RELET,R,E,L,E,T,0,1,0,1,0,2
RELIE,R,E,L,I,E,0,1,0,1,1,3
RELIT,R,E,L,I,T,0,1,0,1,0,2
RELLO,R,E,L,L,O,0,1,0,0,0,1
RELOS,R,E,L,O,S,0,1,0,0,1,2
REMAN,R,E,M,A,N,0,1,0,1,0,2
REMAP,R,E,M,A,P,0,1,0,1,0,2
REMEN,R,E,M,E,N,0,1,0,1,0,2
REMET,R,E,M,E,T,0,1,0,1,0,2
REMEX,R,E,M,E,X,0,1,0,1,0,2
REMIX,R,E,M,I,X,0,1,0,1,0,2
REMOU,R,E,M,O,U,0,1,0,0,0,1
RENAY,R,E,N,A,Y,0,1,1,1,1,4
RENDS,R,E,N,D,S,0,1,1,0,1,3
RENDU,R,E,N,D,U,0,1,1,0,0,2
RENEY,R,E,N,E,Y,0,1,1,1,1,4
RENGA,R,E,N,G,A,0,1,1,0,1,3
RENGS,R,E,N,G,S,0,1,1,0,1,3
RENIG,R,E,N,I,G,0,1,1,1,0,3
RENIN,R,E,N,I,N,0,1,1,1,0,3
RENKS,R,E,N,K,S,0,1,1,0,1,3
RENNE,R,E,N,N,E,0,1,1,1,1,4
RENOS,R,E,N,O,S,0,1,1,0,1,3
RENTE,R,E,N,T,E,0,1,1,1,1,4
RENTS,R,E,N,T,S,0,1,1,1,1,4
REOIL,R,E,O,I,L,0,1,1,1,0,3
REORG,R,E,O,R,G,0,1,1,0,0,2
REPAS,R,E,P,A,S,0,1,0,1,1,3
REPAT,R,E,P,A,T,0,1,0,1,0,2
REPEG,R,E,P,E,G,0,1,0,1,0,2
REPEN,R,E,P,E,N,0,1,0,1,0,2
REPIN,R,E,P,I,N,0,1,0,1,0,2
REPLA,R,E,P,L,A,0,1,0,0,1,2
REPOS,R,E,P,O,S,0,1,0,0,1,2
REPOT,R,E,P,O,T,0,1,0,0,0,1
REPPS,R,E,P,P,S,0,1,0,0,1,2
REPRO,R,E,P,R,O,0,1,0,0,0,1
REPUN,R,E,P,U,N,0,1,0,0,0,1
REPUT,R,E,P,U,T,0,1,0,0,0,1
RERAN,R,E,R,A,N,0,1,1,1,0,3
RERIG,R,E,R,I,G,0,1,1,1,0,3
RESAM,R,E,S,A,M,0,1,0,1,0,2
RESAT,R,E,S,A,T,0,1,0,1,0,2
RESAW,R,E,S,A,W,0,1,0,1,0,2
RESAY,R,E,S,A,Y,0,1,0,1,1,3
RESEE,R,E,S,E,E,0,1,0,1,1,3
RESES,R,E,S,E,S,0,1,0,1,1,3
RESEW,R,E,S,E,W,0,1,0,1,0,2
RESID,R,E,S,I,D,0,1,0,1,1,3
RESIT,R,E,S,I,T,0,1,0,1,0,2
RESOD,R,E,S,O,D,0,1,0,0,1,2
RESOL,R,E,S,O,L,0,1,0,0,0,1
RESOW,R,E,S,O,W,0,1,0,0,0,1
RESTO,R,E,S,T,O,0,1,0,1,0,2
RESTS,R,E,S,T,S,0,1,0,1,1,3
RESTY,R,E,S,T,Y,0,1,0,1,1,3
RESUE,R,E,S,U,E,0,1,0,0,1,2
RESUS,R,E,S,U,S,0,1,0,0,1,2
RETAG,R,E,T,A,G,0,1,0,1,0,2
RETAM,R,E,T,A,M,0,1,0,1,0,2
RETAX,R,E,T,A,X,0,1,0,1,0,2
RETEM,R,E,T,E,M,0,1,0,1,0,2
RETIA,R,E,T,I,A,0,1,0,1,1,3
RETIE,R,E,T,I,E,0,1,0,1,1,3
RETIN,R,E,T,I,N,0,1,0,1,0,2
RETIP,R,E,T,I,P,0,1,0,1,0,2
RETOX,R,E,T,O,X,0,1,0,0,0,1
REUNE,R,E,U,N,E,0,1,0,1,1,3
REUPS,R,E,U,P,S,0,1,0,0,1,2
REVET,R,E,V,E,T,0,1,0,1,0,2
REVIE,R,E,V,I,E,0,1,0,1,1,3
REVOW,R,E,V,O,W,0,1,0,0,0,1
REWAN,R,E,W,A,N,0,1,0,1,0,2
REWAX,R,E,W,A,X,0,1,0,1,0,2
REWED,R,E,W,E,D,0,1,0,1,1,3
REWET,R,E,W,E,T,0,1,0,1,0,2
REWIN,R,E,W,I,N,0,1,0,1,0,2
REWON,R,E,W,O,N,0,1,0,0,0,1
REWTH,R,E,W,T,H,0,1,0,1,0,2
REXES,R,E,X,E,S,0,1,0,1,1,3
REZES,R,E,Z,E,S,0,1,0,1,1,3
RHABD,R,H,A,B,D,0,0,1,0,1,2
RHEAS,R,H,E,A,S,0,0,0,1,1,2
RHEID,R,H,E,I,D,0,0,0,1,1,2
RHEME,R,H,E,M,E,0,0,0,0,1,1
RHEUM,R,H,E,U,M,0,0,0,0,0,0
RHIES,R,H,I,E,S,0,0,1,1,1,3
RHIME,R,H,I,M,E,0,0,1,0,1,2
RHINE,R,H,I,N,E,0,0,1,1,1,3
RHODY,R,H,O,D,Y,0,0,1,0,1,2
RHOMB,R,H,O,M,B,0,0,1,0,0,1
RHONE,R,H,O,N,E,0,0,1,1,1,3
RHUMB,R,H,U,M,B,0,0,0,0,0,0
RHYMY,R,H,Y,M,Y,0,0,0,0,1,1
RHYNE,R,H,Y,N,E,0,0,0,1,1,2
RHYTA,R,H,Y,T,A,0,0,0,1,1,2
RIADS,R,I,A,D,S,0,1,1,0,1,3
RIALS,R,I,A,L,S,0,1,1,0,1,3
RIANT,R,I,A,N,T,0,1,1,1,0,3
RIATA,R,I,A,T,A,0,1,1,1,1,4
RIATO,R,I,A,T,O,0,1,1,1,0,3
RIBAS,R,I,B,A,S,0,1,0,1,1,3
RIBBY,R,I,B,B,Y,0,1,0,0,1,2
RIBES,R,I,B,E,S,0,1,0,1,1,3
RICED,R,I,C,E,D,0,1,0,1,1,3
RICER,R,I,C,E,R,0,1,0,1,0,2
RICES,R,I,C,E,S,0,1,0,1,1,3
RICEY,R,I,C,E,Y,0,1,0,1,1,3
RICHE,R,I,C,H,E,0,1,0,0,1,2
RICHT,R,I,C,H,T,0,1,0,0,0,1
RICIN,R,I,C,I,N,0,1,0,1,0,2
RICKS,R,I,C,K,S,0,1,0,0,1,2
RIDES,R,I,D,E,S,0,1,0,1,1,3
RIDGY,R,I,D,G,Y,0,1,0,0,1,2
RIDIC,R,I,D,I,C,0,1,0,1,0,2
RIELS,R,I,E,L,S,0,1,0,0,1,2
RIEMS,R,I,E,M,S,0,1,0,0,1,2
RIEVE,R,I,E,V,E,0,1,0,0,1,2
